GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022200066,328,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,1,13,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,365,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,49,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,251,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,395,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,7,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,47,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,487,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,0,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,11,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,515,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,11,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,102,232,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,525,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,48,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,219,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,542,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,8,20,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,32,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,562,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,6,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,16,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,599,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,3,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,20,261,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200066,702,202681,Kyrie Irving,1610612751,Brooklyn Nets,5,0,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20221027,BKN,DAL
Shot Chart Detail,0022200083,57,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,127,105,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,61,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,-16,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,82,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,5,19,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,13,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,266,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,6,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,180,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,324,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,1,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,334,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,0,27,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,254,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,344,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,11,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,22,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,379,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-172,210,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,381,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,86,189,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,481,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,1,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,218,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,518,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,47,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-80,48,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,528,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,9,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,3,1,1,20221029,BKN,IND
Shot Chart Detail,0022200083,627,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,3,52,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,87,63,1,1,20221029,BKN,IND
Shot Chart Detail,0022200098,148,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,1,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,11,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,185,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,169,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,190,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,10,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-132,237,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,205,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,10,6,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,216,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,9,34,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,0,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,281,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,5,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,11,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,382,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,155,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,435,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,6,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-62,111,1,1,20221031,BKN,IND
Shot Chart Detail,0022200098,686,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,0,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-45,95,1,1,20221031,BKN,IND
Shot Chart Detail,0022200103,508,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11,1,1,20221101,BKN,CHI
Shot Chart Detail,0022200103,545,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,7,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,41,1,1,20221101,BKN,CHI
Shot Chart Detail,0022200243,17,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,10,41,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,248,1,1,20221120,BKN,MEM
Shot Chart Detail,0022200243,359,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-4,272,1,1,20221120,BKN,MEM
Shot Chart Detail,0022200243,373,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,9,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20221120,BKN,MEM
Shot Chart Detail,0022200243,440,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,6,2,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20221120,BKN,MEM
Shot Chart Detail,0022200243,552,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,8,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,11,1,1,20221120,BKN,MEM
Shot Chart Detail,0022200256,21,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,10,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,10,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,164,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,10,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,227,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,6,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,156,222,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,238,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,5,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,46,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,367,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,9,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-110,106,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,375,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,33,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,51,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,484,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-75,167,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,487,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,99,261,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,552,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,5,40,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,39,43,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200256,573,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,4,0,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,27,1,1,20221122,PHI,BKN
Shot Chart Detail,0022200266,42,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,8,59,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,50,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,367,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,60,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,371,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,152,26,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,383,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,49,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,413,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,6,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,23,269,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,422,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,5,47,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,225,79,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,460,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,3,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-137,74,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,463,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,2,34,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,134,95,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,521,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,59,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,599,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,6,46,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,53,130,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200266,617,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,4,42,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-31,254,1,1,20221123,TOR,BKN
Shot Chart Detail,0022200276,7,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,11,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,21,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,125,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,2,21,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,51,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,144,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,1,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-74,231,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,253,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,5,26,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,86,62,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,273,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,3,2,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-112,100,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,287,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,1,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,146,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,321,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,10,21,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,23,1,1,20221125,IND,BKN
Shot Chart Detail,0022200276,397,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,4,10,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,25,1,1,20221125,IND,BKN
Shot Chart Detail,0022200290,139,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,0,17,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,48,117,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,194,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,7,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,15,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,249,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,3,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,211,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,285,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,0,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,78,238,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,340,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,21,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,18,119,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,349,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,7,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,42,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,371,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,4,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-170,185,1,1,20221127,BKN,POR
Shot Chart Detail,0022200290,574,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,2,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,25,1,1,20221127,BKN,POR
Shot Chart Detail,0022200302,26,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,9,55,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-146,216,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,51,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-121,167,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,58,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,6,55,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-50,117,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,78,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,5,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,205,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,8,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,18,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,242,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,6,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,87,105,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,379,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,231,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,499,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,30,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,72,80,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200302,559,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,5,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,33,58,1,1,20221128,BKN,ORL
Shot Chart Detail,0022200315,11,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,10,52,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,24,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,179,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,11,11,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,113,69,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,241,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,5,35,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,51,85,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,262,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,4,10,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,45,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,359,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,8,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,108,6,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,498,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,10,58,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-131,154,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,524,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,8,54,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,146,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,558,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,7,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-40,252,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200315,632,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,200,1,1,20221130,BKN,WAS
Shot Chart Detail,0022200329,7,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,11,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,216,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,66,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,25,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,34,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,203,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,10,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,88,183,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,208,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,9,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-40,53,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,220,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,8,57,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-71,54,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,263,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,6,21,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,56,252,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,422,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,6,54,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,76,80,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,465,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,3,19,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,9,124,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,607,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,5,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,-1,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200329,638,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,2,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,4,1,1,20221202,BKN,TOR
Shot Chart Detail,0022200346,17,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,10,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-5,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,20,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,10,7,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-49,46,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,161,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,11,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,164,202681,Kyrie Irving,1610612751,Brooklyn Nets,2,11,12,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-118,231,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,306,202681,Kyrie Irving,1610612751,Brooklyn Nets,3,11,18,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-22,153,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,531,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,5,59,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,25,132,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200346,553,202681,Kyrie Irving,1610612751,Brooklyn Nets,4,4,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,5,1,1,20221204,BKN,BOS
Shot Chart Detail,0022200364,50,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,43,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20221207,BKN,CHA
Shot Chart Detail,0022200364,52,202681,Kyrie Irving,1610612751,Brooklyn Nets,1,7,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,18,1,1,20221207,BKN,CHA
